NormProtAreaAgg.Protein.Name	bareCaseInlet	bareFidalgoBay	barePortGamble	bareSkokomishRiver	bareWillapaBay	eelgrassCaseInlet	eelgrassFidalgoBay	eelgrassPortGamble	eelgrassSkokomishRiver	Evalue	SPID	ProteinName	Organism	GO	PFAM
comp143411_c0_seq3	0.112367412	0.152909249	0.22266105	0.125504439	0.195362953	0.053373229	0.3121983	0.28334681	0.170291637	0	P39057	Dynein beta chain, ciliary	Heliocidaris crassispina (Sea urchin) (Anthocidaris crassispina)	cell projection organization [GO:0030030]; microtubule-based movement [GO:0007018]	PF07728;PF12780;PF08385;PF08393;PF03028;PF12777;
comp143411_c0_seq4	0.342718748	0.261480077	0.461718734	0.315156486	0.521163607	0.14552094	0.49312794	0.463122739	0.391681277	1e-162	Q923J6	Dynein heavy chain 12, axonemal (Bm259)	Rattus norvegicus (Rat)	microtubule-based movement [GO:0007018]	PF07728;PF12780;PF08393;PF03028;
comp143411_c0_seq4	0.112367412	0.152909249	0.22266105	0.125504439	0.195362953	0.053373229	0.3121983	0.28334681	0.170291637	1e-162	Q923J6	Dynein heavy chain 12, axonemal (Bm259)	Rattus norvegicus (Rat)	microtubule-based movement [GO:0007018]	PF07728;PF12780;PF08393;PF03028;
comp143411_c0_seq5	0.336918201	0.489430696	0.585776879	0.385239886	0.559968446	0.189129001	0.722822198	0.687744268	0.470825467	0	P39057	Dynein beta chain, ciliary	Heliocidaris crassispina (Sea urchin) (Anthocidaris crassispina)	cell projection organization [GO:0030030]; microtubule-based movement [GO:0007018]	PF07728;PF12780;PF08385;PF08393;PF03028;PF12777;
comp143411_c0_seq6	0.276655783	0.420042475	0.489442807	0.3215087	0.466245832	0.146420664	0.594066101	0.554873566	0.380794736	0	P39057	Dynein beta chain, ciliary	Heliocidaris crassispina (Sea urchin) (Anthocidaris crassispina)	cell projection organization [GO:0030030]; microtubule-based movement [GO:0007018]	PF07728;PF12780;PF08385;PF08393;PF03028;PF12777;
comp143413_c1_seq1	0.001999508	0.001390362	0.001731283	0.000195676	9.5915e-05	0.001956245	0.000441899	0.001181379	4.4392e-05	1e-13	Q8VE99	Coiled-coil domain-containing protein 115 (Coiled-coil protein 1) (Ccp1)	Mus musculus (Mouse)		
comp143413_c1_seq5	0.001999508	0.001390362	0.001731283	0.000195676	9.5915e-05	0.001956245	0.000441899	0.001181379	4.4392e-05	2e-13	Q8VE99	Coiled-coil domain-containing protein 115 (Coiled-coil protein 1) (Ccp1)	Mus musculus (Mouse)		
comp143420_c0_seq2	0.01277927	9.2744e-05	0.00148592	0.022993981	0.013841931	0.000824207	0.001068526	0.034837402	0.018531852	0	P56520	Histone deacetylase 3 (HD3) (EC 3.5.1.98)	Gallus gallus (Chicken)	chromatin modification [GO:0016568]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; transcription, DNA-templated [GO:0006351]	PF00850;
comp143421_c1_seq5	0.100419828	0.079924174	0.134956499	0.081292001	0.07184083	0.099606738	0.106481364	0.10793061	0.076217818	0	Q8TCJ2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (Source of immunodominant MHC-associated peptides homolog)	Homo sapiens (Human)	co-translational protein modification [GO:0043686]; ER-associated ubiquitin-dependent protein catabolic process [GO:0030433]; glycoprotein catabolic process [GO:0006516]; post-translational protein modification [GO:0043687]; protein N-linked glycosylation via asparagine [GO:0018279]; response to unfolded protein [GO:0006986]	PF02516;
comp143426_c0_seq2	0.066204658	0.061678129	0.106381068	0.063847084	0.065854043	0.062534574	0.054696147	0.07108152	0.077760731	2e-111	Q6RUV5	Ras-related C3 botulinum toxin substrate 1 (p21-Rac1)	Rattus norvegicus (Rat)	actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; actin filament polymerization [GO:0030041]; anatomical structure arrangement [GO:0048532]; auditory receptor cell morphogenesis [GO:0002093]; axon guidance [GO:0007411]; bone resorption [GO:0045453]; cell-cell junction organization [GO:0045216]; cell motility [GO:0048870]; cell proliferation [GO:0008283]; cellular response to mechanical stimulus [GO:0071260]; cerebral cortex GABAergic interneuron development [GO:0021894]; cerebral cortex radially oriented cell migration [GO:0021799]; chemotaxis [GO:0006935]; cochlea morphogenesis [GO:0090103]; dendrite morphogenesis [GO:0048813]; dopaminergic neuron differentiation [GO:0071542]; embryonic olfactory bulb interneuron precursor migration [GO:0021831]; engulfment of apoptotic cell [GO:0043652]; epithelial cell morphogenesis [GO:0003382]; G-protein coupled receptor signaling pathway [GO:0007186]; homeostasis of number of cells within a tissue [GO:0048873]; hyperosmotic response [GO:0006972]; lamellipodium assembly [GO:0030032]; localization within membrane [GO:0051668]; mast cell chemotaxis [GO:0002551]; negative regulation of interleukin-23 production [GO:0032707]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of DNA replication [GO:0045740]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; protein localization to plasma membrane [GO:0072659]; Rac protein signal transduction [GO:0016601]; regulation of cell migration [GO:0030334]; regulation of cell size [GO:0008361]; regulation of fibroblast migration [GO:0010762]; regulation of neuron maturation [GO:0014041]; regulation of respiratory burst [GO:0060263]; ruffle assembly [GO:0097178]; semaphorin-plexin signaling pathway [GO:0071526]; substrate adhesion-dependent cell spreading [GO:0034446]; synaptic transmission, GABAergic [GO:0051932]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]	PF00071;
comp143428_c1_seq1	0.002198051	0.017765301	0.00843109	0.013629708	0.0112247	0.015245107	0.007297797	0.015794497	0.008917807	2e-120	P27641	X-ray repair cross-complementing protein 5 (EC 3.6.4.-) (ATP-dependent DNA helicase 2 subunit 2) (ATP-dependent DNA helicase II 80 kDa subunit) (CTC box-binding factor 85 kDa subunit) (CTC85) (CTCBF) (DNA repair protein XRCC5) (Ku autoantigen protein p86 homolog) (Ku80) (Nuclear factor IV)	Mus musculus (Mouse)	cell proliferation [GO:0008283]; cellular response to gamma radiation [GO:0071480]; cellular response to X-ray [GO:0071481]; DNA duplex unwinding [GO:0032508]; DNA recombination [GO:0006310]; double-strand break repair [GO:0006302]; double-strand break repair via nonhomologous end joining [GO:0006303]; hematopoietic stem cell differentiation [GO:0060218]; negative regulation of t-circle formation [GO:1904430]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of neurogenesis [GO:0050769]; regulation of smooth muscle cell proliferation [GO:0048660]; telomere maintenance [GO:0000723]; transcription, DNA-templated [GO:0006351]	PF02735;PF03730;PF03731;PF08785;
comp143429_c0_seq1	0.161322192	0.335321164	0.351796289	0.209735417	0.141558924	0.262998334	0.247815505	0.265870235	0.236059543	0	Q5RA77	Coatomer subunit delta (Archain) (Delta-coat protein) (Delta-COP)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]	PF00928;PF01217;
comp143433_c1_seq1	0.0254744	0.042962962	0.068891379	0.020527127	0.023349048	0.022352267	0.064092679	0.041769792	0.017319155	2e-19	Q9VAW5	La-related protein 1 (dLarp)	Drosophila melanogaster (Fruit fly)	autophagic cell death [GO:0048102]; centrosome separation [GO:0051299]; male meiosis [GO:0007140]; mitochondrion inheritance [GO:0000001]; mitotic chromosome condensation [GO:0007076]; salivary gland cell autophagic cell death [GO:0035071]; spindle assembly [GO:0051225]; spindle assembly involved in male meiosis [GO:0007053]; syncytial blastoderm mitotic cell cycle [GO:0035186]	PF05383;
comp143433_c1_seq2	0.0254744	0.042962962	0.068891379	0.020527127	0.023349048	0.022352267	0.064092679	0.041769792	0.017319155	2e-38	Q6ZQ58	La-related protein 1 (La ribonucleoprotein domain family member 1)	Mus musculus (Mouse)	cell proliferation [GO:0008283]; positive regulation of macroautophagy [GO:0016239]; positive regulation of viral genome replication [GO:0045070]; TOR signaling [GO:0031929]; translational initiation [GO:0006413]	PF05383;
comp143433_c1_seq5	0.0254744	0.042962962	0.068891379	0.020527127	0.023349048	0.022352267	0.064092679	0.041769792	0.017319155	9e-11	Q9P6K0	Uncharacterized HTH La-type RNA-binding protein C1527.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	cytoplasmic translation [GO:0002181]	PF05383;
comp143433_c1_seq7	0.0254744	0.042962962	0.068891379	0.020527127	0.023349048	0.022352267	0.064092679	0.041769792	0.017319155	9e-11	P40796	La protein homolog (La autoantigen homolog) (La ribonucleoprotein)	Drosophila melanogaster (Fruit fly)	RNA processing [GO:0006396]	PF05383;PF08777;
comp143433_c1_seq8	0.001230608	0.000226588	0.003504187	0.000689947	0.001103958	0.00059203	0.001069849	0.001981075	0.001169425	3e-59	Q6ZQ58	La-related protein 1 (La ribonucleoprotein domain family member 1)	Mus musculus (Mouse)	cell proliferation [GO:0008283]; positive regulation of macroautophagy [GO:0016239]; positive regulation of viral genome replication [GO:0045070]; TOR signaling [GO:0031929]; translational initiation [GO:0006413]	PF05383;
comp143437_c1_seq1	0.004658297	0.018398683	0.007201435	0.00623148	0.002745277	0.005336041	0.00528881	0.004867194	0.001147746	2e-65	P40352	DNA repair and recombination protein RAD26 (EC 3.6.4.12) (ATP-dependent helicase RAD26)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	histone H2A-H2B dimer displacement [GO:0001208]; nucleotide-excision repair [GO:0006289]; transcription-coupled nucleotide-excision repair [GO:0006283]	PF00271;PF00176;
comp143437_c1_seq2	0.006949289	0.01863634	0.007544191	0.006500964	0.003734737	0.005660763	0.005353645	0.00503448	0.001274532	0	A7Z019	Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)	Bos taurus (Bovine)	ATP-dependent chromatin remodeling [GO:0043044]; nervous system development [GO:0007399]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	PF07533;PF00439;PF00271;PF07529;PF08880;PF14619;PF00176;
comp143437_c1_seq3	0.002290992	0.000237657	0.000342756	0.000269484	0.00098946	0.000324722	6.4835e-05	0.000167286	0.000126786	6e-112	P51531	Probable global transcription activator SNF2L2 (EC 3.6.4.-) (ATP-dependent helicase SMARCA2) (BRG1-associated factor 190B) (BAF190B) (Protein brahma homolog) (hBRM) (SNF2-alpha) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2)	Homo sapiens (Human)	chromatin remodeling [GO:0006338]; negative regulation of cell growth [GO:0030308]; negative regulation of cell proliferation [GO:0008285]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; nervous system development [GO:0007399]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; spermatid development [GO:0007286]	PF07533;PF00439;PF00271;PF07529;PF08880;PF14619;PF00176;
comp143445_c0_seq1	0.033684341	0.015827156	0.021948271	0.022618262	0.020201444	0.033214429	0.015201476	0.033000043	0.012760754	6e-49	Q5R6X7	Chromobox protein homolog 3 (Heterochromatin protein 1 homolog gamma) (HP1 gamma)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	chromatin modification [GO:0016568]; negative regulation of transcription, DNA-templated [GO:0045892]; rhythmic process [GO:0048511]; transcription, DNA-templated [GO:0006351]	PF00385;PF01393;
comp143445_c0_seq12	0.0191694	0.000978046	0.010506032	0.010424983	0.004272414	0.0207897	0.0071244	0.017793368	0.00249232	1e-51	Q5R6X7	Chromobox protein homolog 3 (Heterochromatin protein 1 homolog gamma) (HP1 gamma)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	chromatin modification [GO:0016568]; negative regulation of transcription, DNA-templated [GO:0045892]; rhythmic process [GO:0048511]; transcription, DNA-templated [GO:0006351]	PF00385;PF01393;
comp143445_c0_seq2	0.0191694	0.000978046	0.010506032	0.010424983	0.004272414	0.0207897	0.0071244	0.017793368	0.00249232	2e-08	Q5F3W5	Histone-lysine N-methyltransferase SUV39H2 (EC 2.1.1.43) (Suppressor of variegation 3-9 homolog 2) (Su(var)3-9 homolog 2)	Gallus gallus (Chicken)	cell cycle [GO:0007049]; cell differentiation [GO:0030154]; cellular response to hypoxia [GO:0071456]; chromatin assembly or disassembly [GO:0006333]; chromatin remodeling [GO:0006338]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; transcription, DNA-templated [GO:0006351]	PF00385;PF05033;PF00856;
comp143445_c0_seq6	0.033684341	0.015827156	0.021948271	0.022618262	0.020201444	0.033214429	0.015201476	0.033000043	0.012760754	5e-49	Q5R6X7	Chromobox protein homolog 3 (Heterochromatin protein 1 homolog gamma) (HP1 gamma)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	chromatin modification [GO:0016568]; negative regulation of transcription, DNA-templated [GO:0045892]; rhythmic process [GO:0048511]; transcription, DNA-templated [GO:0006351]	PF00385;PF01393;
comp143445_c0_seq8	0.033684341	0.015827156	0.021948271	0.022618262	0.020201444	0.033214429	0.015201476	0.033000043	0.012760754	5e-49	Q5R6X7	Chromobox protein homolog 3 (Heterochromatin protein 1 homolog gamma) (HP1 gamma)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	chromatin modification [GO:0016568]; negative regulation of transcription, DNA-templated [GO:0045892]; rhythmic process [GO:0048511]; transcription, DNA-templated [GO:0006351]	PF00385;PF01393;
comp143449_c0_seq1	0.342281172	0.80839705	0.738122493	0.559214951	0.571242906	0.226977865	0.72344624	0.63664874	0.700808634	0	Q9ER34	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)	Rattus norvegicus (Rat)	citrate metabolic process [GO:0006101]; isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099]	PF00330;PF00694;
comp143450_c0_seq1	0.10066328	0.020584708	0.04287957	0.030153942	0.036764618	0.109484459	0.020282586	0.02468517	0.045745041	0	Q00174	Laminin subunit alpha (Laminin A chain)	Drosophila melanogaster (Fruit fly)	axon guidance [GO:0007411]; brain morphogenesis [GO:0048854]; cell adhesion mediated by integrin [GO:0033627]; central nervous system development [GO:0007417]; dorsal trunk growth, open tracheal system [GO:0035001]; embryonic morphogenesis [GO:0048598]; female meiosis chromosome segregation [GO:0016321]; heart development [GO:0007507]; imaginal disc-derived wing morphogenesis [GO:0007476]; inter-male aggressive behavior [GO:0002121]; locomotion involved in locomotory behavior [GO:0031987]; melanotic encapsulation of foreign target [GO:0035011]; mesoderm development [GO:0007498]; negative regulation of synaptic growth at neuromuscular junction [GO:0045886]; organ morphogenesis [GO:0009887]; peripheral nervous system development [GO:0007422]; regulation of cell adhesion [GO:0030155]; regulation of cell migration [GO:0030334]; regulation of embryonic development [GO:0045995]; regulation of glucose metabolic process [GO:0010906]; startle response [GO:0001964]; substrate adhesion-dependent cell spreading [GO:0034446]; tissue development [GO:0009888]	PF00052;PF00053;PF00054;PF02210;PF06008;PF06009;PF00055;
comp143450_c0_seq2	0.594132066	0.151615549	0.246159676	0.324755199	0.282618994	0.338404064	0.113638012	0.215860804	0.25645435	0	Q00174	Laminin subunit alpha (Laminin A chain)	Drosophila melanogaster (Fruit fly)	axon guidance [GO:0007411]; brain morphogenesis [GO:0048854]; cell adhesion mediated by integrin [GO:0033627]; central nervous system development [GO:0007417]; dorsal trunk growth, open tracheal system [GO:0035001]; embryonic morphogenesis [GO:0048598]; female meiosis chromosome segregation [GO:0016321]; heart development [GO:0007507]; imaginal disc-derived wing morphogenesis [GO:0007476]; inter-male aggressive behavior [GO:0002121]; locomotion involved in locomotory behavior [GO:0031987]; melanotic encapsulation of foreign target [GO:0035011]; mesoderm development [GO:0007498]; negative regulation of synaptic growth at neuromuscular junction [GO:0045886]; organ morphogenesis [GO:0009887]; peripheral nervous system development [GO:0007422]; regulation of cell adhesion [GO:0030155]; regulation of cell migration [GO:0030334]; regulation of embryonic development [GO:0045995]; regulation of glucose metabolic process [GO:0010906]; startle response [GO:0001964]; substrate adhesion-dependent cell spreading [GO:0034446]; tissue development [GO:0009888]	PF00052;PF00053;PF00054;PF02210;PF06008;PF06009;PF00055;
comp143450_c0_seq4	0.156604916	0.066216992	0.108325632	0.173419078	0.155911314	0.114662482	0.047965097	0.10992181	0.100662438	4e-21	Q13753	Laminin subunit gamma-2 (Cell-scattering factor 140 kDa subunit) (CSF 140 kDa subunit) (Epiligrin subunit gamma) (Kalinin subunit gamma) (Kalinin/nicein/epiligrin 100 kDa subunit) (Ladsin 140 kDa subunit) (Laminin B2t chain) (Laminin-5 subunit gamma) (Large adhesive scatter factor 140 kDa subunit) (Nicein subunit gamma)	Homo sapiens (Human)	cell adhesion [GO:0007155]; epidermis development [GO:0008544]; extracellular matrix disassembly [GO:0022617]; extracellular matrix organization [GO:0030198]; hemidesmosome assembly [GO:0031581]	PF00052;PF00053;
comp143450_c0_seq6	0.200087126	0.070139678	0.107045672	0.108134401	0.087625793	0.195964695	0.051670079	0.070584615	0.126018596	0	Q00174	Laminin subunit alpha (Laminin A chain)	Drosophila melanogaster (Fruit fly)	axon guidance [GO:0007411]; brain morphogenesis [GO:0048854]; cell adhesion mediated by integrin [GO:0033627]; central nervous system development [GO:0007417]; dorsal trunk growth, open tracheal system [GO:0035001]; embryonic morphogenesis [GO:0048598]; female meiosis chromosome segregation [GO:0016321]; heart development [GO:0007507]; imaginal disc-derived wing morphogenesis [GO:0007476]; inter-male aggressive behavior [GO:0002121]; locomotion involved in locomotory behavior [GO:0031987]; melanotic encapsulation of foreign target [GO:0035011]; mesoderm development [GO:0007498]; negative regulation of synaptic growth at neuromuscular junction [GO:0045886]; organ morphogenesis [GO:0009887]; peripheral nervous system development [GO:0007422]; regulation of cell adhesion [GO:0030155]; regulation of cell migration [GO:0030334]; regulation of embryonic development [GO:0045995]; regulation of glucose metabolic process [GO:0010906]; startle response [GO:0001964]; substrate adhesion-dependent cell spreading [GO:0034446]; tissue development [GO:0009888]	PF00052;PF00053;PF00054;PF02210;PF06008;PF06009;PF00055;
comp143450_c0_seq7	0.036360307	0.011963715	0.024185903	0.040939691	0.040405678	0.042377244	0.014790313	0.017052046	0.034991557	3e-60	P15215	Laminin subunit gamma-1 (Laminin B2 chain)	Drosophila melanogaster (Fruit fly)	basement membrane assembly [GO:0070831]; cell adhesion mediated by integrin [GO:0033627]; embryonic morphogenesis [GO:0048598]; endodermal digestive tract morphogenesis [GO:0061031]; extracellular matrix assembly [GO:0085029]; midgut development [GO:0007494]; organ morphogenesis [GO:0009887]; salivary gland morphogenesis [GO:0007435]; substrate adhesion-dependent cell spreading [GO:0034446]; tissue development [GO:0009888]	PF00052;PF00053;PF00055;
comp143451_c0_seq1	0.000740885	0.001416014	0.006419426	0.000827708	0.000318643	0.008676408	0.003053678	0.001012718	0.00052371	9e-34	Q3UHK8	Trinucleotide repeat-containing gene 6A protein	Mus musculus (Mouse)	cellular response to starvation [GO:0009267]; gene silencing by miRNA [GO:0035195]; gene silencing by RNA [GO:0031047]; maintenance of protein location in cell [GO:0032507]; miRNA mediated inhibition of translation [GO:0035278]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]	PF10427;PF16608;
comp143451_c2_seq1	0.001512953	0.04582174	0.003023018	0.008008465	0.000634352	0.056328762	0.029979527	0.006971475	0.009967404	2e-98	Q9UBQ7	Glyoxylate reductase/hydroxypyruvate reductase (EC 1.1.1.79) (EC 1.1.1.81)	Homo sapiens (Human)	dicarboxylic acid metabolic process [GO:0043648]; excretion [GO:0007588]; glyoxylate metabolic process [GO:0046487]; metabolic process [GO:0008152]; oxidation-reduction process [GO:0055114]; protein oligomerization [GO:0051259]	PF00389;PF02826;
comp143454_c0_seq1	0.036593072	0.015846277	0.071421552	0.035096041	0.080634411	0.023884527	0.058526755	0.063970269	0.056155933	8e-116	Q5THR3	EF-hand calcium-binding domain-containing protein 6 (CAP-binding protein complex-interacting protein 1) (DJ-1-binding protein) (DJBP)	Homo sapiens (Human)	regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	PF08976;PF13833;
comp143454_c0_seq2	0.02934839	0.012330668	0.060241527	0.031120187	0.060748779	0.02337092	0.053414927	0.054285857	0.045163235	2e-06	P14533	Squidulin (Optic lobe calcium-binding protein) (SCABP)	Doryteuthis pealeii (Longfin inshore squid) (Loligo pealeii)		PF13499;
comp143456_c0_seq4	0.319035447	0.176424188	0.19638299	0.280909747	0.222853623	0.261483524	0.157672686	0.262621377	0.191615015	0	Q8K4K5	Lethal(2) giant larvae protein homolog 1 (LLGL) (Rgl-1)	Rattus norvegicus (Rat)	axonogenesis [GO:0007409]; cortical actin cytoskeleton organization [GO:0030866]; establishment of spindle orientation [GO:0051294]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; regulation of establishment or maintenance of cell polarity [GO:0032878]; regulation of Notch signaling pathway [GO:0008593]; regulation of protein secretion [GO:0050708]	PF08596;PF08366;
comp143458_c0_seq1	0.007928355	0.00536754	0.00170107	0.006310535	0.003900657	0.0039679	0.002101817	0.004838031	0.003134927	2e-99	Q709C8	Vacuolar protein sorting-associated protein 13C	Homo sapiens (Human)	Golgi to endosome transport [GO:0006895]; mitochondrion organization [GO:0007005]; negative regulation of parkin-mediated mitophagy in response to mitochondrial depolarization [GO:1905090]; protein retention in Golgi apparatus [GO:0045053]; protein targeting to vacuole [GO:0006623]	PF09333;PF12624;PF06650;PF16908;PF16909;PF16910;
comp143458_c0_seq2	0.013142417	0.005871649	0.001965664	0.009263398	0.014718147	0.004085329	0.005748266	0.002263992	0.019945994	1e-06	Q54LB8	Putative vacuolar protein sorting-associated protein 13A	Dictyostelium discoideum (Slime mold)	protein retention in Golgi apparatus [GO:0045053]; protein targeting to vacuole [GO:0006623]	PF09333;PF12624;PF06650;PF16908;PF16909;PF16910;
comp143458_c0_seq3	0.007928355	0.00536754	0.00170107	0.006310535	0.003900657	0.0039679	0.002101817	0.004838031	0.003134927	3e-07	Q5THJ4	Vacuolar protein sorting-associated protein 13D	Homo sapiens (Human)	protein retention in Golgi apparatus [GO:0045053]; protein targeting to vacuole [GO:0006623]	PF12624;PF06650;PF00627;PF16908;PF16909;PF16910;
comp143458_c0_seq4	0.023278503	0.010057274	0.010215225	0.01862935	0.020661543	0.011903447	0.011988786	0.006650699	0.028148107	2e-80	Q96RL7	Vacuolar protein sorting-associated protein 13A (Chorea-acanthocytosis protein) (Chorein)	Homo sapiens (Human)	autophagy [GO:0006914]; Golgi to endosome transport [GO:0006895]; locomotory behavior [GO:0007626]; nervous system development [GO:0007399]; protein localization [GO:0008104]; protein retention in Golgi apparatus [GO:0045053]; protein targeting to vacuole [GO:0006623]; social behavior [GO:0035176]	PF09333;PF12624;PF06650;PF16908;PF16909;PF16910;
comp143458_c0_seq5	0.023278503	0.010057274	0.010215225	0.01862935	0.020661543	0.011903447	0.011988786	0.006650699	0.028148107	1e-12	O42926	Vacuolar protein sorting-associated protein 13b	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	intracellular protein transport [GO:0006886]; late endosome to vacuole transport [GO:0045324]; protein retention in Golgi apparatus [GO:0045053]; protein targeting to vacuole [GO:0006623]; vesicle-mediated transport [GO:0016192]	PF12624;PF06650;PF16908;PF16909;PF16910;
comp143461_c0_seq2	0.004067121	0.001901593	0.004503662	0.002127844	0.003611099	0.003635178	0.004624582	0.004181734	0.000204192	0	P21613	Kinesin heavy chain	Doryteuthis pealeii (Longfin inshore squid) (Loligo pealeii)	microtubule-based movement [GO:0007018]	PF00225;
comp143461_c0_seq2	0.015409219	0.039180955	0.027306722	0.016739568	0.013847012	0.020732344	0.050292948	0.022344188	0.035915512	0	P21613	Kinesin heavy chain	Doryteuthis pealeii (Longfin inshore squid) (Loligo pealeii)	microtubule-based movement [GO:0007018]	PF00225;
comp143461_c1_seq2	0.006746813	0.00999108	0.010933575	0.005273033	0.004923495	0.008050945	0.005274149	0.006268675	0.006290634	8e-74	P21613	Kinesin heavy chain	Doryteuthis pealeii (Longfin inshore squid) (Loligo pealeii)	microtubule-based movement [GO:0007018]	PF00225;
comp143465_c0_seq2	0.036297783	0.039263813	0.037648169	0.035886199	0.033553703	0.031089739	0.034257586	0.033268131	0.030703279	9e-89	P40782	Cyprosin (EC 3.4.23.-) (Fragment)	Cynara cardunculus (Cardoon)	lipid metabolic process [GO:0006629]	PF00026;PF05184;PF03489;
comp143465_c0_seq2	0.531028756	0.305292141	0.204561007	0.230638837	0.103966468	0.34370067	0.22870332	0.239755289	0.307662881	9e-89	P40782	Cyprosin (EC 3.4.23.-) (Fragment)	Cynara cardunculus (Cardoon)	lipid metabolic process [GO:0006629]	PF00026;PF05184;PF03489;
comp143465_c0_seq3	0.036297783	0.039263813	0.037648169	0.035886199	0.033553703	0.031089739	0.034257586	0.033268131	0.030703279	9e-161	Q03168	Lysosomal aspartic protease (EC 3.4.23.-)	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)		PF00026;
comp143465_c0_seq3	0.531028756	0.305292141	0.204561007	0.230638837	0.103966468	0.34370067	0.22870332	0.239755289	0.307662881	9e-161	Q03168	Lysosomal aspartic protease (EC 3.4.23.-)	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)		PF00026;
comp143470_c1_seq1	0.003004257	0.028443313	0.051635339	0.003163899	0.001418346	0.016726173	0.01067434	0.006361629	0.026032272	1e-137	B0W2S0	Clustered mitochondria protein homolog	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)	intracellular distribution of mitochondria [GO:0048312]	PF13236;PF15044;PF05303;PF12807;PF13374;
comp143470_c1_seq2	0.00396876	0.011973907	0.015953185	0.011858549	0.005214494	0.007986319	0.015807597	0.010926112	0.005281992	0	B0W2S0	Clustered mitochondria protein homolog	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)	intracellular distribution of mitochondria [GO:0048312]	PF13236;PF15044;PF05303;PF12807;PF13374;
comp143472_c0_seq1	0.045206536	0.063576965	0.072506666	0.057193795	0.031929867	0.054461835	0.048810575	0.074477928	0.032285851	0	Q10490	Putative leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	cytoplasmic translation [GO:0002181]; leucyl-tRNA aminoacylation [GO:0006429]	PF08264;PF00133;
comp143472_c0_seq2	0.045206536	0.063576965	0.072506666	0.057193795	0.031929867	0.054461835	0.048810575	0.074477928	0.032285851	0	Q9P2J5	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	Homo sapiens (Human)	leucyl-tRNA aminoacylation [GO:0006429]; tRNA aminoacylation for protein translation [GO:0006418]	PF08264;PF00133;
