NormProtAreaAgg.Protein.Name	bareCaseInlet	bareFidalgoBay	barePortGamble	bareSkokomishRiver	bareWillapaBay	eelgrassCaseInlet	eelgrassFidalgoBay	eelgrassPortGamble	eelgrassSkokomishRiver
comp144526_c0_seq1	0.003281847	0.001722311	0.000688722	0.000201481	0.002206339	0.002382433	0.001550707	0.006495452	0.000687458
comp144526_c0_seq2	0.002828162	0.00165485	0.000250859	0.000142048	0.00196081	0.002234002	0.001208456	0.004572398	0.000491411
comp144528_c1_seq1	0.00372669	0.002530331	0.006799768	0.004744139	0.008732952	0.001179393	0.007276992	0.007328204	0.010253077
comp144528_c1_seq2	0.00372669	0.002530331	0.006799768	0.004744139	0.008732952	0.001179393	0.007276992	0.007328204	0.010253077
comp144529_c0_seq2	0.004041141	0.000576876	0.000518421	0.000157546	4.2015e-05	0.19661821	3.1458e-05	0.007592858	0.000156654
comp144529_c0_seq5	0.004041141	0.000576876	0.000518421	0.000157546	4.2015e-05	0.19661821	3.1458e-05	0.007592858	0.000156654
comp144533_c0_seq1	0.027802417	0.02049327	0.077445642	0.030009465	0.070707783	0.011928412	0.047569308	0.040096152	0.035674073
comp144533_c0_seq2	0.027802417	0.02049327	0.077445642	0.030009465	0.070707783	0.011928412	0.047569308	0.040096152	0.035674073
comp144533_c0_seq3	0.027802417	0.02049327	0.077445642	0.030009465	0.070707783	0.011928412	0.047569308	0.040096152	0.035674073
comp144533_c0_seq4	0.027802417	0.02049327	0.077445642	0.030009465	0.070707783	0.011928412	0.047569308	0.040096152	0.035674073
comp144534_c0_seq1	0.062288073	0.071480941	0.193857944	0.04800874	0.118910557	0.029566776	0.160190672	0.112686572	0.093444391
comp144534_c0_seq2	0.017795527	0.00168293	0.035840432	0.010402666	0.028770498	0.012744345	0.02905983	0.027829059	0.021339882
comp144535_c0_seq1	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq10	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq11	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq12	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq13	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq14	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq15	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq16	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq17	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq18	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq19	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq2	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq20	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq21	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq22	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq23	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq24	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq25	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq26	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq27	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq28	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq29	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq3	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq4	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq5	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq6	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq7	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq8	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144535_c0_seq9	0.001099311	0.002566297	0.002718195	0.001659821	0.001111812	0.007384266	0.008190819	0.00034838	0.001105102
comp144536_c0_seq1	0.18374176	0.205815127	0.186029083	0.142543661	0.057003458	0.176435349	0.178739806	0.147135092	0.142248722
comp144536_c0_seq10	0.182465244	0.199209308	0.173754557	0.140030052	0.055187063	0.165374303	0.170266354	0.141091742	0.135788101
comp144536_c0_seq11	0.092930258	0.135469885	0.21197832	0.112926407	0.084014703	0.156460494	0.116688862	0.151380851	0.114599725
comp144536_c0_seq12	0.18374176	0.205815127	0.186029083	0.142543661	0.057003458	0.176435349	0.178739806	0.147135092	0.142248722
comp144536_c0_seq13	0.092930258	0.135469885	0.21197832	0.112926407	0.084014703	0.156460494	0.116688862	0.151380851	0.114599725
comp144536_c0_seq14	0.092930258	0.135469885	0.21197832	0.112926407	0.084014703	0.156460494	0.116688862	0.151380851	0.114599725
comp144536_c0_seq2	0.18374176	0.205815127	0.186029083	0.142543661	0.057003458	0.176435349	0.178739806	0.147135092	0.142248722
comp144536_c0_seq3	0.182465244	0.199209308	0.173754557	0.140030052	0.055187063	0.165374303	0.170266354	0.141091742	0.135788101
comp144536_c0_seq4	0.18374176	0.205815127	0.186029083	0.142543661	0.057003458	0.176435349	0.178739806	0.147135092	0.142248722
comp144536_c0_seq5	0.18374176	0.205815127	0.186029083	0.142543661	0.057003458	0.176435349	0.178739806	0.147135092	0.142248722
comp144536_c0_seq6	0.092930258	0.135469885	0.21197832	0.112926407	0.084014703	0.156460494	0.116688862	0.151380851	0.114599725
comp144536_c0_seq7	0.18374176	0.205815127	0.186029083	0.142543661	0.057003458	0.176435349	0.178739806	0.147135092	0.142248722
comp144536_c0_seq8	0.18374176	0.205815127	0.186029083	0.142543661	0.057003458	0.176435349	0.178739806	0.147135092	0.142248722
comp144536_c0_seq9	0.182465244	0.199209308	0.173754557	0.140030052	0.055187063	0.165374303	0.170266354	0.141091742	0.135788101
comp144540_c0_seq3	0.00346816	1.4366e-05	0.003221563	0.003220683	0.003311925	0.00221426	0.003159966	0.002075553	0.002095954
comp144541_c0_seq3	0.061046494	0.002956911	0.054717535	0.035760564	0.015957896	0.0594948	2.746e-05	0.081192768	0.005110208
comp144541_c0_seq5	0.061046494	0.002956911	0.054717535	0.035760564	0.015957896	0.0594948	2.746e-05	0.081192768	0.005110208
comp144543_c0_seq1	0.199429952	0.235311386	0.378788324	0.204245334	0.159144118	0.217327027	0.304148588	0.265621	0.182755066
comp144546_c0_seq1	0.000409945	0.010075555	0.020722231	0.002213852	0.002719094	0.018046054	0.009362212	0.014669267	0.006302996
comp144546_c2_seq1	0.000655523	0.004715227	0.00571728	0.002045657	0.000897591	0.007307939	0.003282001	0.008997778	0.000994241
comp144546_c2_seq5	0.000655523	0.004715227	0.00571728	0.002045657	0.000897591	0.007307939	0.003282001	0.008997778	0.000994241
comp144550_c0_seq1	0.067564535	0.081443164	0.041669939	0.058480457	0.049773533	0.047164937	0.068253653	0.07459622	0.057448894
comp144550_c0_seq2	0.067564535	0.081443164	0.041669939	0.058480457	0.049773533	0.047164937	0.068253653	0.07459622	0.057448894
comp144551_c0_seq1	0.109871718	0.160889893	0.162772765	0.121507287	0.055375891	0.10786819	0.144827872	0.13326919	0.103873578
comp144551_c0_seq2	0.048157756	0.047416146	0.087099257	0.066190678	0.024114352	0.051694975	0.078841304	0.073595435	0.035429635
comp144551_c1_seq1	0.00252575	0.005100878	0.002541652	0.004936389	0.001442472	0.000678435	0.007260636	0.003105251	0.004716811
comp144551_c1_seq2	0.00252575	0.005100878	0.002541652	0.004936389	0.001442472	0.000678435	0.007260636	0.003105251	0.004716811
comp144551_c1_seq3	0.00252575	0.005100878	0.002541652	0.004936389	0.001442472	0.000678435	0.007260636	0.003105251	0.004716811
comp144553_c0_seq1	0.213689426	0.224508746	0.388763685	0.197344095	0.339097708	0.096095998	0.390609005	0.354930514	0.301873766
comp144553_c0_seq2	0.002524166	0.002305094	0.015848509	0.005063252	0.007194215	0.003375983	0.020383356	0.006560852	0.016533526
comp144553_c0_seq3	0.213689426	0.224508746	0.388763685	0.197344095	0.339097708	0.096095998	0.390609005	0.354930514	0.301873766
comp144560_c0_seq1	0.000584655263157895	0.000460245	0.00159697365625	0.000313249	0.000295843	0.000538249826923077	0.000468045	0.000146938	0.00127598061538462
comp144561_c0_seq1	0.000973877	0.035938993	0.012052343	0.011326591	0.004367562	0.065119613	0.001907889	0.014810719	0.015029717
comp144566_c2_seq1	0.524529519	1.103912397	0.866864494	0.574149615	0.462118745	0.625639104	0.690930609	0.783013711	0.535739836
comp14457_c0_seq1	0.006753488	0.010557978	0.01610653	0.010733452	0.011735804	0.01355399	0.016788234	0.026078886	0.008653823
comp144570_c0_seq1	0.119964146	0.265640327	0.196051061	0.114319513	0.219504036	0.046603805	0.215308731	0.244804074	0.180448403
comp144570_c0_seq10	0.088887997	0.091915165	0.154056642	0.07973669	0.139902105	0.044906891	0.141769088	0.148116945	0.101111137
comp144570_c0_seq2	0.119964146	0.265640327	0.196051061	0.114319513	0.219504036	0.046603805	0.215308731	0.244804074	0.180448403
comp144570_c0_seq3	0.236384962	0.390499209	0.390344902	0.224003507	0.415983431	0.10163321	0.419685775	0.437691242	0.337473627
comp144570_c0_seq5	0.024377218	0.02650918	0.079493844	0.034334001	0.079103821	0.01125089	0.061471901	0.043708311	0.061073084
comp144570_c0_seq6	0.236384962	0.390499209	0.390344902	0.224003507	0.415983431	0.10163321	0.419685775	0.437691242	0.337473627
comp144570_c0_seq7	0.024377218	0.02650918	0.079493844	0.034334001	0.079103821	0.01125089	0.061471901	0.043708311	0.061073084
comp144570_c0_seq7	0.021560658	0.016654534	0.031258765	0.022413562	0.034716771	0.013793134	0.03372309	0.170849864	0.02814753
comp144570_c0_seq8	0.023252413	0.047825031	0.057495694	0.032628415	0.063742743	0.01788353	0.061693781	0.061531824	0.056159329
comp144570_c0_seq9	0.018253504	0.047709318	0.046076512	0.023521769	0.048722136	0.01477703	0.049592313	0.044373894	0.042501521
comp144571_c0_seq1	0.047763413	0.06901143	0.080349678	0.064081953	0.054330278	0.045687469	0.071997438	0.069958154	0.068969029
comp144576_c0_seq1	0.007745988	0.008241308	0.023759263	0.006685435	0.011813328	0.010166071	0.015763447	0.014680371	0.010500971
comp144576_c0_seq2	0.007745988	0.008241308	0.023759263	0.006685435	0.011813328	0.010166071	0.015763447	0.014680371	0.010500971
comp144576_c0_seq3	0.007745988	0.008241308	0.023759263	0.006685435	0.011813328	0.010166071	0.015763447	0.014680371	0.010500971
comp144576_c0_seq4	0.007745988	0.008241308	0.023759263	0.006685435	0.011813328	0.010166071	0.015763447	0.014680371	0.010500971
comp144577_c0_seq2	0.011169193	0.008149885	0.011166149	0.017649488	0.013662796	0.005948227	0.006668493	0.018383896	0.009975964
comp144578_c0_seq1	0.427854729	0.268570268	0.33280835	0.317485435	0.394367997	0.394268331	0.360005346	0.417353729	0.411534137
comp144579_c0_seq1	0.519091286	0.295861328	0.549368844	0.438679241	0.37416148	0.408112096	0.510752792	0.476815832	0.39210005
comp144581_c0_seq1	0.018219371	0.043990588	0.047132995	0.03064588	0.033072824	0.020012942	0.039095847	0.043823899	0.030569425
comp144581_c0_seq10	0.003745387	0.005824953	0.011421968	0.004671047	0.016818601	0.005260235	0.013013364	0.012644383	0.007567157
comp144581_c0_seq11	0.001565341	0.005379981	0.004813041	0.002701613	0.011976667	0.002400769	0.005204558	0.007019251	0.00530062
comp144581_c0_seq12	0.001565341	0.005379981	0.004813041	0.002701613	0.011976667	0.002400769	0.005204558	0.007019251	0.00530062
comp144581_c0_seq13	0.003745387	0.005824953	0.011421968	0.004671047	0.016818601	0.005260235	0.013013364	0.012644383	0.007567157
comp144581_c0_seq14	0.003745387	0.005824953	0.011421968	0.004671047	0.016818601	0.005260235	0.013013364	0.012644383	0.007567157
comp144581_c0_seq3	0.003745387	0.005824953	0.011421968	0.004671047	0.016818601	0.005260235	0.013013364	0.012644383	0.007567157
comp144581_c0_seq4	0.003745387	0.005824953	0.011421968	0.004671047	0.016818601	0.005260235	0.013013364	0.012644383	0.007567157
comp144581_c0_seq5	0.004518478	0.008265962	0.01397268	0.007478597	0.012249687	0.004231804	0.012426488	0.012677017	0.008053795
comp144581_c0_seq6	0.009551725	0.018473701	0.024188323	0.011920058	0.012257514	0.007128138	0.021237149	0.018316115	0.013197508
comp144581_c0_seq7	0.004518478	0.008265962	0.01397268	0.007478597	0.012249687	0.004231804	0.012426488	0.012677017	0.008053795
comp144581_c0_seq8	0.003745387	0.005824953	0.011421968	0.004671047	0.016818601	0.005260235	0.013013364	0.012644383	0.007567157
comp144581_c0_seq9	0.001565341	0.005379981	0.004813041	0.002701613	0.011976667	0.002400769	0.005204558	0.007019251	0.00530062
comp144587_c0_seq10	0.019594461	0.024633535	0.024321272	0.02225897	0.016699174	0.010605911	0.079635702	0.026890807	0.019160792
comp144587_c0_seq12	0.000567109	0.000662442	0.000105045	0.00044199	0.000169998	0.000532549	0.000435878	0.003441597	0.000296539
comp144587_c0_seq5	0.019594461	0.024633535	0.024321272	0.02225897	0.016699174	0.010605911	0.079635702	0.026890807	0.019160792
comp144587_c0_seq7	0.050737248	0.034651304	0.043428834	0.038553868	0.028660189	0.042402139	0.035044812	0.034740189	0.022640641
comp144588_c0_seq1	0.505387197	0.726752752	0.79161291	0.541718229	0.415904244	0.444896856	0.439536299	0.709249714	0.540195555
comp144591_c0_seq4	0.005991916	0.000370925	0.000166266	0.002364475	0.001289383	3.1214e-05	0.007190429	0.000189996	0.001432686
comp144591_c0_seq6	0.005991916	0.000370925	0.000166266	0.002364475	0.001289383	3.1214e-05	0.007190429	0.000189996	0.001432686
comp144592_c0_seq2	0.000584655263157895	0.000858983	0.001894598	0.00105646421212121	0.000176840444444444	0.002215251	0.000676756	0.00426841696296296	0.00127598061538462
comp144592_c0_seq4	0.000584655263157895	0.000858983	0.001894598	0.00105646421212121	0.000176840444444444	0.002215251	0.000676756	0.00426841696296296	0.00127598061538462
comp144594_c0_seq1	0.21310178	0.227239465	0.385522457	0.220537691	0.364363227	0.101224112	0.331704112	0.354532081	0.284211608
comp144594_c0_seq2	0.037402106	0.023426473	0.060322659	0.037780714	0.30324327	0.009270828	0.100832075	0.053263728	0.143618888
comp144594_c0_seq3	0.099673141	0.025877839	0.112753319	0.106820549	0.144211005	0.029330129	0.112615137	0.133514248	0.103151654
comp144594_c0_seq4	0.195889486	0.19628094	0.340346737	0.191220709	0.325111938	0.094089305	0.289216529	0.308161359	0.262856635
comp144594_c0_seq4	0.048822934	0.066885463	0.102418992	0.061978519	0.081036113	0.018962222	0.095104975	0.093440888	0.05213876
comp144594_c0_seq7	0.099673141	0.025877839	0.112753319	0.106820549	0.144211005	0.029330129	0.112615137	0.133514248	0.103151654
comp144594_c0_seq8	0.009544317	0.013671227	0.023609804	0.010744759	0.023775388	0.005781998	0.01143575	0.016973198	0.021114537
comp144594_c0_seq9	0.009544317	0.013671227	0.023609804	0.010744759	0.023775388	0.005781998	0.01143575	0.016973198	0.021114537
comp144596_c0_seq1	0.050163072	0.055583271	0.132267772	0.071198221	0.114033048	0.02364153	0.08843435	0.108209348	0.10776393
comp144596_c0_seq2	0.050163072	0.055583271	0.132267772	0.071198221	0.114033048	0.02364153	0.08843435	0.108209348	0.10776393
comp144596_c0_seq3	0.039166488	0.029941852	0.099075399	0.057693944	0.080066599	0.01953567	0.059734991	0.079304862	0.081780126
comp144601_c0_seq2	0.000641366	0.000713178	0.000155649	0.000647026	0.002543621	9.0997e-05	0.000139464	0.002312589	0.018671971
comp144601_c0_seq3	0.000641366	0.000713178	0.000155649	0.000647026	0.002543621	9.0997e-05	0.000139464	0.002312589	0.018671971
comp144602_c0_seq1	0.001082649	2.1559e-05	0.002597208	0.001257419	0.002391665	0.000538249826923077	6.4603e-05	0.002937906	0.002198754
comp144602_c0_seq2	0.001082649	2.1559e-05	0.002597208	0.001257419	0.002391665	0.000538249826923077	6.4603e-05	0.002937906	0.002198754
comp144602_c0_seq4	0.001082649	2.1559e-05	0.002597208	0.001257419	0.002391665	0.000538249826923077	6.4603e-05	0.002937906	0.002198754
comp144604_c0_seq1	0.458015167	0.392969998	0.746154628	0.43907035	0.881190905	0.18105139	0.820802142	0.750191691	0.704070365
comp144605_c0_seq1	0.066682564	0.053450347	0.063110813	0.049966886	0.047365579	0.060059897	0.053884005	0.052758944	0.055592217
comp144605_c0_seq1	0.008490917	0.00379352	0.004600883	0.005509214	0.005450741	0.006892516	0.000200352	0.008070325	0.004628549
comp144605_c0_seq2	0.075173481	0.057243867	0.067711696	0.0554761	0.05281632	0.066952413	0.054084357	0.060829269	0.060220766
comp144606_c0_seq1	1.007980476	0.658393047	0.473701589	0.923867486	0.731214712	0.728739395	0.426691405	0.478293469	0.995716237
comp144606_c0_seq2	0.178738083	0.103866977	0.113016844	0.163486754	0.146314386	0.141707285	0.076969689	0.113004163	0.177289355
comp144606_c0_seq3	0.178738083	0.103866977	0.113016844	0.163486754	0.146314386	0.141707285	0.076969689	0.113004163	0.177289355
comp144606_c1_seq1	0.365780525	0.222705821	0.149856988	0.290972644	0.252839808	0.263933266	0.134418589	0.189480885	0.301918767
comp144606_c1_seq2	1.251110345	0.989906348	0.667753694	1.05061363	0.828331277	0.798386352	0.461617518	0.590841635	1.126886421
comp144606_c1_seq4	1.931981203	1.199308918	0.8673795	1.537506624	1.282193028	1.288871174	0.730816453	0.89184614	1.651045726
comp144606_c1_seq5	0.373468888	0.34879392	0.25852066	0.269011655	0.244673801	0.252435745	0.131279148	0.188492439	0.294877309
comp144606_c1_seq6	0.425316947	0.252176989	0.165232693	0.357263982	0.275133943	0.285529189	0.150747924	0.2099837	0.412515945
comp144606_c1_seq7	0.487365959	0.31943486	0.174955186	0.395775642	0.328359082	0.287570224	0.15787574	0.270157178	0.371394884
comp144607_c0_seq2	0.000978688	8.092e-06	0.002514035	0.000418098	0.001423838	0.000318381	0.00155398	0.001152988	0.000675056
comp144607_c0_seq6	0.000978688	8.092e-06	0.002514035	0.000418098	0.001423838	0.000318381	0.00155398	0.001152988	0.000675056
comp144609_c0_seq1	0.213564747	0.13685099	0.25159018	0.19784998	0.288554215	0.073266288	0.262282088	0.257202486	0.256855875
comp144609_c0_seq2	0.103639304	0.033698268	0.110113636	0.09580356	0.116022161	0.019592058	0.107036775	0.120371327	0.121836984
comp144610_c0_seq1	0.000629778	0.005433588	0.006817829	0.0047071	0.004097681	0.001638359	0.002675773	0.007370736	0.005512252
comp144610_c0_seq2	0.019498006	0.008754452	0.013064247	0.021329668	0.020138692	0.006921255	0.006303591	0.012193265	0.008249218
comp144612_c0_seq1	0.012883172	0.010398861	0.051011444	0.021898912	0.02637585	0.036568075	0.040796163	0.029995565	0.016864362
comp144612_c0_seq1	0.019423859	0.012196916	0.017306232	0.005221075	0.016918215	0.003020058	0.012082026	0.014682971	0.020392909
comp144612_c0_seq2	0.012883172	0.010398861	0.051011444	0.021898912	0.02637585	0.036568075	0.040796163	0.029995565	0.016864362
comp144612_c0_seq2	0.019423859	0.012196916	0.017306232	0.005221075	0.016918215	0.003020058	0.012082026	0.014682971	0.020392909
comp144612_c0_seq3	0.00043507	0.00081437	0.001780827	0.000819601	0.208604225	0.000915989	0.000367795	0.001088518	1.756e-05
comp144613_c0_seq2	0.028150813	0.010850388	0.01857508	0.023681686	0.025869951	0.026419494	2.184e-05	0.018865513	0.021088363
comp144614_c0_seq1	0.011533191	0.0143758	0.029605866	0.014407092	0.034415725	0.008334445	0.021380526	0.028068307	0.020569738
comp144614_c0_seq2	0.011533191	0.0143758	0.029605866	0.014407092	0.034415725	0.008334445	0.021380526	0.028068307	0.020569738
comp144614_c0_seq3	0.007807298	0.007206217	0.020045779	0.008581842	0.02377165	0.007172563	0.01602849	0.014336736	0.016848667
comp144614_c0_seq4	0.007518124	0.01163388	0.020362131	0.009628907	0.014939113	0.008505076	0.016985006	0.018778447	0.017010911
comp144614_c0_seq5	0.007807298	0.007206217	0.020045779	0.008581842	0.02377165	0.007172563	0.01602849	0.014336736	0.016848667
comp144614_c0_seq6	0.008922369	0.010298458	0.021717524	0.009769071	0.027980695	0.007792856	0.017305166	0.016710315	0.018461433
comp144614_c0_seq7	0.001115071	0.003092241	0.001671745	0.001187229	0.004209045	0.000620293	0.001276676	0.002373579	0.001612766
comp144614_c0_seq8	0.007807298	0.007206217	0.020045779	0.008581842	0.02377165	0.007172563	0.01602849	0.014336736	0.016848667
comp144614_c0_seq9	0.007518124	0.01163388	0.020362131	0.009628907	0.014939113	0.008505076	0.016985006	0.018778447	0.017010911
comp144618_c0_seq1	1.237812599	1.280396642	0.861798227	1.031194225	0.672160397	0.914871961	1.318901786	1.325680616	1.505810769
comp144619_c0_seq1	0.296721402	0.378098695	0.587651538	0.366649382	0.25624822	0.409049131	0.397334374	0.373481727	0.391822842
comp144621_c0_seq1	0.373927634	0.707819991	0.701435585	0.46446037	0.366450084	0.461052502	0.539978633	0.58729848	0.398667768
comp144623_c0_seq1	0.134378573	0.106229725	0.268354638	0.168837766	0.197788604	0.125557322	0.224594657	0.230950976	0.135944075
comp144625_c0_seq1	0.437941904	0.745789403	0.714549605	0.544029773	0.588532423	0.394384581	0.719829724	0.748052399	0.680413016
comp144629_c0_seq1	3.587093064	2.479013944	0.728110333	1.494043333	1.486730235	3.496815923	0.204376333	1.118126852	6.244679741
comp144634_c0_seq1	0.026109763	0.086787599	0.090679465	0.120481482	0.00472149	0.029810799	0.031968676	0.100873017	0.262857459
comp144636_c0_seq1	0.026791766	0.024946232	0.020910761	0.03059071	0.02123673	0.031784295	0.02618381	0.030826526	0.028663252
comp144637_c0_seq1	1.008058062	1.271832301	1.132393922	0.954226218	0.886033476	0.854955996	1.305404818	1.193594624	1.423497945
comp144746_c0_seq1	0.018804272	0.003295629	0.020006932	0.020720729	0.016337516	0.015469029	0.020248657	0.022658441	0.012068824
comp144913_c0_seq1	0.061092343	0.026190404	0.083857078	0.059239757	0.043526736	0.062938539	0.05593305	0.0800561	0.032853135
comp144975_c0_seq1	0.001571977	0.000693387	0.019758375	0.002812998	0.008045608	0.000112362	0.000579169	0.010957308	0.007952083
comp145010_c0_seq1	0.005586521	0.001800928	0.003740559	0.002188916	0.00194538	0.004960044	0.002442458	0.003974636	0.003609864
comp145072_c0_seq1	0.040758032	0.066737753	0.052289121	0.062667711	0.042953972	0.051000693	0.090938105	0.039708263	0.041818162
comp145084_c0_seq1	0.004984787	0.010760108	0.03341785	0.008865223	0.01944242	0.002706354	0.010660718	0.046014142	0.022359239
comp145222_c0_seq1	0.003306109	0.019846805	0.01221511	0.003974774	0.010836407	0.006167035	0.014717795	0.018721584	0.009718711
comp145407_c0_seq1	0.049860616	0.034322217	0.063002804	0.063332008	0.053293935	0.032212706	0.049075306	0.054659847	0.046410579
comp145519_c0_seq1	0.021792744	0.042314156	0.044113612	0.025854991	0.041745787	0.012906087	0.04781308	0.054022786	0.043872081
comp145607_c0_seq1	0.001113526	6.386e-06	0.002333219	0.000344772	0.002033591	4.1293e-05	0.000176921	0.002715014	0.003721751
comp145894_c0_seq1	0.005103545	0.004780365	0.002774478	0.000459342	0.001303714	0.005205544	0.004817709	0.004108896	0.00300768
comp145953_c0_seq1	0.008475414	0.039729839	0.029082752	0.02727896	0.030526233	0.032420653	0.042745452	0.022565802	0.03498423
comp146161_c0_seq1	0.006164631	0.007979573	0.007488939	0.009981068	0.005819646	0.006917275	0.007426772	0.004330087	0.001174327
comp146321_c0_seq1	0.006296241	0.002646236	0.000111232	0.003087373	0.014628588	0.000347942	0.002704647	0.000167856	0.000207965
comp146474_c0_seq1	0.003069823	0.016067786	0.004012883	0.003772434	0.002651066	0.010663559	0.006880953	0.020695627	0.026939008
comp146568_c0_seq1	0.001995033	0.000441186	0.001685496	0.00091622	0.001739493	0.001093763	0.001684964	0.000469585	0.003099669
comp146581_c0_seq1	0.000584655263157895	0.000343813	2.7723e-05	0.022313884	2.0527e-05	0.005610174	0.004040573	1.0858e-05	0.029433663
comp146633_c0_seq1	0.10840833	0.216959486	0.162519232	0.136412474	0.08468335	0.10917579	0.172820212	0.171535339	0.205561738
comp146880_c0_seq1	0.003918039	0.006626303	0.001570019	0.004582873	0.000263712	0.007302069	0.003968456	0.001486412	0.010331874
comp147003_c0_seq1	0.001535497	0.000248289	0.002719395	0.002500053	0.001310367	0.001541531	0.000593457	0.001590181	0.001201748
comp147108_c0_seq1	0.000583169	0.006781109	0.005764208	0.002667579	0.002612493	0.000442342	0.004123238	0.008046229	0.001342857
comp147171_c0_seq1	0.040807747	0.05374894	0.062195448	0.015090267	0.01655446	0.013199417	0.078733625	0.005400564	0.000250255
comp147420_c0_seq1	0.00068041	0.000191311	0.001773424	0.000498477	0.001082382	0.00017309	0.001099526	0.00091756	0.000885312
comp147487_c0_seq1	0.000144907	0.002649156	5.0434e-05	7.4941e-05	4.203e-06	0.006793411	1.7391e-05	5.3158e-05	0.004665919
comp147609_c0_seq1	0.001245529	0.00319987	7.7129e-05	0.003901974	0.001671642	1.8799e-05	6.3819e-05	0.000646073	0.000144727
comp147757_c0_seq1	0.012253425	0.005015276	0.004961741	0.007772859	0.022434692	0.00331426	0.012606668	0.015429734	0.007767047
comp147796_c0_seq1	0.002142789	0.01345817	3.2456e-05	0.000104923	9.3625e-05	5.91e-05	0.00465853476190476	0.000269193	0.006748341
comp148363_c0_seq1	0.013913408	0.015698859	0.187566277	0.011069586	0.019806741	0.002504925	0.021672587	0.095360404	0.018965965
comp148824_c0_seq1	0.022321414	0.009043666	0.020786249	0.017437892	0.017392841	0.010922103	0.028340309	0.025559926	0.02235744
comp148842_c0_seq1	0.004629041	0.008023904	0.000424539	0.009659553	0.007833319	0.01496418	0.002743621	0.008419272	0.007349436
comp149227_c0_seq1	0.00706689	0.007996671	0.006441355	0.003791748	0.004960782	0.007202939	0.010893567	0.00472225	9.8385e-05
comp149964_c0_seq1	0.005250177	0.000119231	0.001318882	0.001361296	0.005008663	0.001345651	0.001933398	0.001007655	0.004002358
comp150218_c0_seq1	0.016061079	0.007712324	0.024327916	0.022883293	0.024165872	0.013007927	0.013188597	0.031981029	0.01317894
